id,selected,part_of_speech,tags,english,chinese,norwegian_base,verb_present_tense,verb_past_tense,verb_imperative,noun_plural,noun_singular_definite,noun_plural_definite,adjective_neuter_form,adjective_plural_form,adjective_comparative,adjective_superlative_indefinite,adjective_superlative_definite,adverb_comparative,adverb_superlative
wb_949b7c8363178a613d43217c56da7cf3056f52ffa377f4d6e4567be9690dde26,true,adjective,,actually,实际上,egentlig,,,,,,,egentligt,egentlige,egentligere,egentligest,den egentligeste,,
wb_89b58df023328bda69a1a7c37dbfdbdf100b6de161c210465d6b80fc6b9f1337,true,adjective,,firm,坚定,fast,,,,,,,fast,faste,fastere,fastest,den fasteste,,
wb_64eeb39ddaf32226374d7268d54e19aaf4dfa983589682d37e97f2ad761ed0a9,true,adjective,,bad,坏,vond,,,,,,,vondt,vonde,vondere,vondest,den vondeste,,
wb_f9adfc7e7a401a93a876d0a3fa3ca9ac840c258a31331123a62ffec9c014a34c,true,adjective,,simple,简单,enkelt,,,,,,,enkelt,enkelte,enkeltere,enkeltest,den enkelteste,,
wb_5e2081e27c7ffe4ae2efab52962016764575744974c6ad284b3ce80d043e7547,true,adjective,,private,私人的,privat,,,,,,,privat,private,privatere,privatest,den privateste,,
wb_a82c57843e0c3dd0f64b0fa78d29d1b23cfcd1ba247c526f51682399bcdc74ea,true,adjective,,known,已知的,kjent,,,,,,,kjent,kjente,kjentere,kjentest,den kjenteste,,
wb_087f841ec5668eff1bd0209b5d104bf520e37079785d67d4e12cff171ffc3d0f,true,adjective,,serious,严重的,alvorlig,,,,,,,alvorligt,alvorlige,alvorligere,alvorligest,den alvorligeste,,
wb_7ed99b0f322f15f61f31955d99755306ce354e9c704f688083292584aac860d6,true,adjective,,easy,容易,lett,,,,,,,lett,lette,lettere,lettest,den letteste,,
wb_c96bf0c87393592818240f263160d09692dea73f0a92803771e8d1e07cceb71a,true,adjective,,different,不同的,ulik,,,,,,,ulikt,ulike,ulikere,ulikest,den ulikeste,,
wb_36009ec942a7837bca5c45b351642aa903d80b9edb5cc1c238fb5c0955c62889,true,adjective,,soon,很快,snar,,,,,,,snart,snare,snarere,snarest,den snareste,,
wb_0595d7edd92899a220d7c741a95609d1378ff005e93b815cfbe640993170b6aa,true,adjective,,constantly,不断地,stadig,,,,,,,stadigt,stadige,stadigere,stadigest,den stadigeste,,
wb_bbfedb26822b29458f9860c74ecdcd72a0e60ab948e6d5db38f74a8a74d0d1a0,true,adjective,,hard,硬,hard,,,,,,,hardt,harde,hardere,hardest,den hardeste,,
wb_7141383769846caaffd388f0587df3fd38e8bc39cabd9bdcd4f9db459725ae02,true,adjective,duolingo,agreed,同意,enig,,,,,,,enigt,enige,enigere,enigest,den enigeste,,
wb_4d2ea22619e0a9007b152bdae1b64b99803d14661053dc4ffc21c7376e495fbe,true,adjective,,low,低,lav,,,,,,,lavt,lave,lavere,lavest,den laveste,,
wb_3903ca5df19f36c76abfd8fb0eec0f5eb5d6effe8f5a7184886d2a8ff355265a,true,adjective,,simple,简单,enkel,,,,,,,enkelt,enkele,enkelere,enkelest,den enkeleste,,
wb_e6fda4373203ae6c2e525e90aa06802271161f3fe3fa435230f6b27a21f067f9,true,adjective,,employed,受雇的,ansatt,,,,,,,ansatt,ansatte,ansattere,ansattest,den ansatteste,,
wb_6ef20cd6ca5f6f724c151b1317f9b93f0af37e891f557cca14b16ff8ec368b02,true,adjective,,correct,正确,riktig,,,,,,,riktigt,riktige,riktigere,riktigest,den riktigeste,,
wb_8e1a5be078911326b28e8b37c97f4ea16e5c540c30af018abc582df02deccfb7,true,adjective,,local,本地的,lokal,,,,,,,lokalt,lokale,lokalere,lokalest,den lokaleste,,
wb_951d3637e0d7e9bd7999d0924a22516ead48481fe84e850c4bc30ef23389c12b,true,adjective,,of course,当然,selvsagt,,,,,,,selvsagt,selvsagte,selvsagtere,selvsagtest,den selvsagteste,,
wb_3d736fcfc07967b5ea0b55768e5fb1d2d65527453be4c46f16ba7e6b4147c7c0,true,adjective,,really,真的,virkelig,,,,,,,virkeligt,virkelige,virkeligere,virkeligest,den virkeligeste,,
wb_dc9a787128b421ba3246645722f2c61ff7a70c3eafe75121eebeeaa984dff580,true,adjective,,fine,很好,fin,,,,,,,fint,fine,finere,finest,den fineste,,
wb_3062f19472f5675e42f640b92ea433e2b83218f35737914bc1946a2e2bf5f3d4,true,adjective,,happy,快乐,glad,,,,,,,gladt,glade,gladere,gladest,den gladeste,,
wb_4eadb1724ed0f688cf320171cd0c7e487948f37ede3b62edbfaebb0be90ae131,true,adjective,,necessary,必要的,nødvendig,,,,,,,nødvendigt,nødvendige,nødvendigere,nødvendigest,den nødvendigeste,,
wb_bd1cfaa7642d765c3ac813fffe56647f6fb3a0bf61a0023608c387d482e11da7,true,adjective,,cards,卡片,kort,,,,,,,kort,korte,kortere,kortest,den korteste,,
wb_25481be7614f5109b5ed6ccc2e81cc9f6b073af0bf4bfc987940f88ea03ca6d5,true,adjective,duolingo,open,打开,åpen,,,,,,,åpent,åpene,åpenere,åpenest,den åpeneste,,
wb_aa7b13cd63c50b976ba0d967cad1068ede7657f81258cdd9c61954d09754b62b,true,adjective,,positive,积极的,positiv,,,,,,,positivt,positive,positivere,positivest,den positiveste,,
wb_5945b96dab3f437c7e244ef07f9e10a1b97bb525649f6d17910a323445a3f9fc,true,adjective,,fast,快,rask,,,,,,,raskt,raske,raskere,raskest,den raskeste,,
wb_283a558896d28c0fd1932b06610d6eaddc71371b7e1c5b4562abe2297e109e0b,true,adjective,,usual,平常,vanlig,,,,,,,vanligt,vanlige,vanligere,vanligest,den vanligeste,,
wb_44069ff7ddfe9350551e5d152380dbb082d3d5363bd21bb05434077a662e31b2,true,adjective,,others,其他,andre,,,,,,,andre,andre,andrere,andrest,den andreste,,
wb_e07a52a63f68c589a47b0e33e37670eff83c5a588eb413d3cc7d797e3d48c379,true,adjective,,busy,忙,opptatt,,,,,,,opptatt,opptatte,opptattere,opptattest,den opptatteste,,
wb_8e4345ead79610303fc747564c3d3540e0cbf8034358f44b5ab332198a8adffd,true,adjective,,reddish green,红绿色,rødgrønn,,,,,,,rødgrønnt,rødgrønne,rødgrønnere,rødgrønnest,den rødgrønneste,,
wb_434126881dd48df7f0edc6692b53832f37dbda21eaef17647cc5bc665c70e179,true,adjective,,probably,可能,trolig,,,,,,,troligt,trolige,troligere,troligest,den troligeste,,
wb_512910e86fbc0ed798e85db2a7bad39491fac945b497791cf5ec75f2bccc9a75,true,adjective,,active,活跃的,aktiv,,,,,,,aktivt,aktive,aktivere,aktivest,den aktiveste,,
wb_918a7e0c3442f9ed63747e34b9c8bcb2fe22ebc0138b319cc07f0b6fe24c932f,true,adjective,,naturally,自然地,naturlig,,,,,,,naturligt,naturlige,naturligere,naturligest,den naturligeste,,
wb_a0110e10cb0d140135c6b03c08f67fcbe4d69c36f1389e52676b1a90ff63cfb5,true,adjective,,central,中央,sentral,,,,,,,sentralt,sentrale,sentralere,sentralest,den sentraleste,,
wb_ccbc1a75cf86d9015d4b01adaf8fcea9d76f0a712636e12dc8af4a5b209b1be5,true,adjective,,dangerous,危险的,farlig,,,,,,,farligt,farlige,farligere,farligest,den farligeste,,
wb_b33a6f30ad2ca1456b94471071c58641d7d00629b0eb4d5e84186e7cc7696fd9,true,adjective,,clearly,清楚地,tydelig,,,,,,,tydeligt,tydelige,tydeligere,tydeligest,den tydeligeste,,
wb_3143cc145b3d95786bcbb21b1d86165e3542b44de3f35f798491bb4cf25b21b6,true,adjective,,state,状态,statlig,,,,,,,statligt,statlige,statligere,statligest,den statligeste,,
wb_f76058beac240d3cc53aafff23689e064821aee51f18126064e47a4817b6c626,true,adjective,,tight,紧,tett,,,,,,,tett,tette,tettere,tettest,den tetteste,,
wb_8527ebfa9e7f8bdd08196e61c52532d4c55d4470e63b7cd9f71816b74674efd8,true,adjective,,rich,富有,rik,,,,,,,rikt,rike,rikere,rikest,den rikeste,,
wb_7c97681fb8f228745806bc10f3cbbd1a64545829ae4cce900cf6e66a8dc39289,true,adjective,,common,常见的,felles,,,,,,,fellest,fellese,fellesere,fellesest,den felleseste,,
wb_a5a3f69d54c9b3062ac7d50af42ecf4c77498a01b5fb4f951144cfb1d013b5b0,true,adjective,,poor,穷,fattig,,,,,,,fattigt,fattige,fattigere,fattigest,den fattigeste,,
wb_a1fb9bd14274bf8a0e84401502a4a5534f2316faaa3121e82b4ad8dca7947175,true,adjective,,free,免费,fri,,,,,,,frit,frie,friere,friest,den frieste,,
wb_8aaceb5897de061823fc4b5c3b5b7d77fbb79ff251de311cc26cb6dd06e13f9e,true,adjective,,homosexual,同性恋者,homofil,,,,,,,homofilt,homofile,homofilere,homofilest,den homofileste,,
wb_45dcbddd632c99bfee5e20403070fefe5692d7c1dfd47b7fd5b298e1d93c5139,true,adjective,,forward,前进,fremre,,,,,,,fremre,fremre,fremrere,fremrest,den fremreste,,
wb_44ddf4b3293a9422810d5a64fd68c5bb9ce57bb11acfb9889c104dde5e3bffb2,true,adjective,,significantly,显着地,betydelig,,,,,,,betydeligt,betydelige,betydeligere,betydeligest,den betydeligeste,,
wb_cacb9e4392ad19abdc80eb20ccd3854e198b9766fd4485761fabb2739d26b4c3,true,adjective,,social,社会的,sosial,,,,,,,sosialt,sosiale,sosialere,sosialest,den sosialeste,,
wb_89a6e56a39a7689474e39fd28e43f932a20997019fbcc5870a58ecb21d662e33,true,adjective,,sick,生病了,syk,,,,,,,sykt,syke,sykere,sykest,den sykeste,,
wb_a5ac00ac13f565b758e365b24c2441d860ba9858500a0948138162cfdb8eb9b3,true,adjective,,personally,个人而言,personlig,,,,,,,personligt,personlige,personligere,personligest,den personligeste,,
wb_facbe01dea6b1b195e96341af47b7f2147d9344e81198e3f9cf0d8ff578af294,true,adjective,,European,欧洲,europeisk,,,,,,,europeiskt,europeiske,europeiskere,europeiskest,den europeiskeste,,
wb_a0b4b25fa69d54da5c88226a7b899be5ec88b186242672200fcc6e474d21ca15,true,adjective,,possibly,可能,eventuell,,,,,,,eventuellt,eventuelle,eventuellere,eventuellest,den eventuelleste,,
wb_de9dfedc5c2d31fefdcd9f9ffe2c915db24d4794dca0c13c17a17e26646f1d67,true,adjective,,current,当前,aktuell,,,,,,,aktuellt,aktuelle,aktuellere,aktuellest,den aktuelleste,,
wb_3c2d89e563718a832c09df1fce5cb32290e2c6af567814e8cd1ad52a51491d5c,true,adjective,,wide,宽,bred,,,,,,,bredt,brede,bredere,bredest,den bredeste,,
wb_25fa515a2b729cbf94126700121e5a6d5e3935ae8d6def8234b54e0a88b95358,true,adjective,,voluntarily,自愿地,frivillig,,,,,,,frivilligt,frivillige,frivilligere,frivilligest,den frivilligeste,,
wb_563b949790e966aed74e0643fd5a07a77d2da1e6f4f7a548ee16cb9c7e45180c,true,adjective,,directly,直接,direkte,,,,,,,direkte,direkte,direktere,direktest,den direkteste,,
wb_bea473a0753d2ad9612268ee81389d391a96a63f1d1967e1d9239d415aafcf61,true,adjective,,fast,快,fort,,,,,,,fort,forte,fortere,fortest,den forteste,,
wb_f423a4659450fddce38a603e5ecdf196511de22ebb7968dc20fddc131faace1c,true,adjective,,scared,害怕,redd,,,,,,,reddt,redde,reddere,reddest,den reddeste,,
wb_979c92c746e90cac0bc098877fe6e57cd825077f0baeaa67ecc4d3e9689b2db1,true,adjective,,simply,简单地,slett,,,,,,,slett,slette,slettere,slettest,den sletteste,,
wb_e0f1b4afb1867eb3e0281f9828b6cfb85bb276755d0fc77d43bead5d24fa5a02,true,adjective,,so called,所谓的,såkalt,,,,,,,såkalt,såkalte,såkaltere,såkaltest,den såkalteste,,
wb_c70198304b2033829c6a70ede72fa17b6055a57f0c8b0eee9162df1857573b0f,true,adjective,,critical,批评的,kritisk,,,,,,,kritiskt,kritiske,kritiskere,kritiskest,den kritiskeste,,
wb_293666d554e2badbbeeb4796a301b61cfbfac87950e5bf72819c424539a5c367,true,adjective,,finally,最后,endelig,,,,,,,endeligt,endelige,endeligere,endeligest,den endeligeste,,
wb_0071675448c61170dd628862e3e6f9b8357529825445fe84cba6867d94c85f95,true,adjective,,enormous,巨大的,enorm,,,,,,,enormt,enorme,enormere,enormest,den enormeste,,
wb_03a892488c4609d0425cbb094f35a73afbf4cb95a9d261d269461d028438e460,true,adjective,,decisive,决定性的,avgjørende,,,,,,,avgjørende,avgjørende,avgjørendere,avgjørendest,den avgjørendeste,,
wb_3d20dcbf78bfa3b4207178bd26b6206dcafe8b2f789b875cd9d967ba8c7d6323,true,adjective,,equal,平等,lik,,,,,,,likt,like,likere,likest,den likeste,,
wb_1cf14a43d422c86d1a67b527efaf9086e64d6d6a9156910e5ff0ac8411387328,true,adjective,,ecclesiastical,教会的,kirkelig,,,,,,,kirkeligt,kirkelige,kirkeligere,kirkeligest,den kirkeligeste,,
wb_9866f1541e1289c5f13e9c23f2ea02f0d9a39cacc4a501c55bfe579f8510ba95,true,adjective,,satisfied,满意,fornøyd,,,,,,,fornøydt,fornøyde,fornøydere,fornøydest,den fornøydeste,,
wb_898502717c85c66caf4e0998adf959f42e564d49ef0a26d38f505ce24e4129a8,true,adjective,,general,一般,generell,,,,,,,generellt,generelle,generellere,generellest,den generelleste,,
wb_1da603c87e0933072c75e24a2423e81f2f54ae9cd5fd85198812a92b79de5b5d,true,adjective,,certain,某些,viss,,,,,,,visst,visse,vissere,vissest,den visseste,,
wb_f5ce243df006f9cb8f8e690f872a0c3007671eebdd2d3949af08035fdd6e578f,true,adjective,,half,一半,halv,,,,,,,halvt,halve,halvere,halvest,den halveste,,
wb_6e9e8858a95a2aecad7aeaa13ac1a195510575f6715e2244b858c2ea60329e50,true,adjective,,red,红色,rød,,,,,,,rødt,røde,rødere,rødest,den rødeste,,
wb_0f80c044ee6a9db7b83150fee570e7dceb12568358e1a066065a597d79503dfe,true,adjective,,miscellaneous,杂项,øvrig,,,,,,,øvrigt,øvrige,øvrigere,øvrigest,den øvrigeste,,
wb_315376ecaac74dc40ff0741b328a5a35b740c1c4642a3db31a2a90affd404428,true,adjective,,safe,安全,trygg,,,,,,,tryggt,trygge,tryggere,tryggest,den tryggeste,,
wb_122c02cfc48beacaed3d4edc7b52472ec6830e2f2880734999057580d8ded78a,true,adjective,,interesting,有趣的,interessant,,,,,,,interessant,interessante,interessantere,interessantest,den interessanteste,,
wb_d234ae632dc351b63feb217136bc6e0d23fab094716d87bcbeb41c2789439482,true,adjective,,adult,成人,voksen,,,,,,,voksent,voksene,voksenere,voksenest,den vokseneste,,
wb_8b823ba8f4752de4990277a6d8ee60f3b8d88c00f8b80a8b4223fc92e9bd0298,true,adjective,,different,不同的,forskjellig,,,,,,,forskjelligt,forskjellige,forskjelligere,forskjelligest,den forskjelligeste,,
wb_422ba95dfe110ee32935901216654d33ece8517822425215829c767e3093fa40,true,adjective,,extra,额外的,ekstra,,,,,,,ekstrat,ekstrae,ekstraere,ekstraest,den ekstraeste,,
wb_10157fcd8b756f565e77e3ca59ba32d43ebdaba9ebffaa6887a64f6812770835,true,adjective,,democratic,民主的,demokratisk,,,,,,,demokratiskt,demokratiske,demokratiskere,demokratiskest,den demokratiskeste,,
wb_696f2839ac6ae21b63124e1371a69138462d773f79ccf2511f847f6a1ef383cd,true,adjective,,heavy,重,tung,,,,,,,tungt,tunge,tungere,tungest,den tungeste,,
wb_3bd559b01e7a220c0d1b4f643dee62761b7812c8a46f08cf16d21c7391a74784,true,adjective,,powerful,强大的,kraftig,,,,,,,kraftigt,kraftige,kraftigere,kraftigest,den kraftigeste,,
wb_c6b669d0f7c13ada19b508332008c096235b0ce2b3a0d662492a03f7984d0145,true,adjective,,fine,很好,grei,,,,,,,greit,greie,greiere,greiest,den greieste,,
wb_5d93fe2c420508f2794d3a2af744f03baf8edbda11fefe203dbb21f36e8db2f9,true,adjective,,comprehensive,全面的,omfattende,,,,,,,omfattende,omfattende,omfattendere,omfattendest,den omfattendeste,,
wb_0dc62cbb8ba92d5f5c0cb3451d518a9ca9dc8d75ceb77978e0767b354d15b0c3,true,adjective,,deep,深,dyp,,,,,,,dypt,dype,dypere,dypest,den dypeste,,
wb_e5872ab78bda83be02af166ee0774f8efc336f0a58e2c205d2fe3b020fc168a8,true,adjective,,third,第三,tredje,,,,,,,tredje,tredje,tredjere,tredjest,den tredjeste,,
wb_996cb567a448c78c8691d5d6eb6843f65a86b6e1a369ad2c820ac780d72dce6d,true,adjective,,available,可用,tilgjengelig,,,,,,,tilgjengeligt,tilgjengelige,tilgjengeligere,tilgjengeligest,den tilgjengeligeste,,
wb_467b84c1d6ed9c0a54f94d64e4743530f721526aaa0b0796fda584b80049154e,true,adjective,,limited,有限,begrenset,,,,,,,begrenset,begrensete,begrensetere,begrensetest,den begrenseteste,,
wb_b81f8f19616c28f768fcb2661526224141d9c78fd8ee44a62cb31755845eed4c,true,adjective,,traditional,传统的,tradisjonell,,,,,,,tradisjonellt,tradisjonelle,tradisjonellere,tradisjonellest,den tradisjonelleste,,
wb_68231f1548721df9e49923a5038b7171b3eabb820b1cc378cdbd6c89a79f6ede,true,adjective,,negative,消极的,negativ,,,,,,,negativt,negative,negativere,negativest,den negativeste,,
wb_e523a5bcdf48dee5a0e4b4ea775851ae02ab485e4458360cf05134384373fa82,true,adjective,,further,进一步,ytterligere,,,,,,,ytterligere,ytterligere,ytterligerere,ytterligerest,den ytterligereste,,
wb_957276a977c6b6c0eaecf76a06b210929b3e585f34e6dd0810e677fa12e91ee2,true,adjective,,basic,基本的,grunnleggende,,,,,,,grunnleggende,grunnleggende,grunnleggendere,grunnleggendest,den grunnleggendeste,,
wb_72bc6ee685ce96e0f6d0cd2508c83571ce3661ed95f461f0f827d252c59f07a1,true,adjective,,incredible,难以置信,utrolig,,,,,,,utroligt,utrolige,utroligere,utroligest,den utroligeste,,
wb_ae1c87130001ea64f54f436d4c46e65ade4b6ab2aed282fc5d17d76ec07bc0bc,true,adjective,,clean,干净,ren,,,,,,,rent,rene,renere,renest,den reneste,,
wb_14b5c85b92a4628db7ebed4cf041434886c676990f73714be250658640191289,true,adjective,,Swedish,瑞典语,svensk,,,,,,,svenskt,svenske,svenskere,svenskest,den svenskeste,,
wb_b5dc17cccbfcd2df0d61a66ce5de25e63027c83dd65ab50620e3c4fd2776c3d6,true,adjective,,modern,现代的,moderne,,,,,,,moderne,moderne,modernere,modernest,den moderneste,,
wb_e7c171b6e0ce1ce8f6531aa2e6f9f9586ad3c81ef9572888f56e035e1277fcd5,true,adjective,,Christian,基督教,kristen,,,,,,,kristent,kristene,kristenere,kristenest,den kristeneste,,
wb_2c67b0961b017a0473295b70f063f3995958fca6079541f0c2b64de01eeef76e,true,adjective,,relative,亲戚,relativ,,,,,,,relativt,relative,relativere,relativest,den relativeste,,
wb_d65da562b4faf89b5995fe72034552fe9c4eda6a9a6451b751c60e943518bbbf,true,adjective,,black,黑色,svart,,,,,,,svart,svarte,svartere,svartest,den svarteste,,
wb_3c30220288183e27b4d150ceb6446e1c76fa16d57f3e3c11271adc49f0434b2f,true,adjective,,finished,完成,ferdig,,,,,,,ferdigt,ferdige,ferdigere,ferdigest,den ferdigeste,,
wb_c9eafbf637a46f15fba1b7e512205056cf467de43da390b12d7960a49283077c,true,adjective,,white,白色,hvit,,,,,,,hvit,hvite,hvitere,hvitest,den hviteste,,
wb_22ea3e5cad9c9bacd5759fe661ccd7162b3a6f0e85116b989b3edf05dfb9fda1,true,adjective,,historical,历史的,historisk,,,,,,,historiskt,historiske,historiskere,historiskest,den historiskeste,,
wb_3dc77c7ca7069c1bbf25e95300fd0d56816654006aa01243eceedebf8101ea22,true,adjective,,proudly,骄傲地,stolt,,,,,,,stolt,stolte,stoltere,stoltest,den stolteste,,
wb_91e6dc1d0df1c04da24c5c7c0d08c92613fe8e8d38d627c2bb871b39f428a53a,true,adjective,,military,军事,militær,,,,,,,militært,militære,militærere,militærest,den militæreste,,
wb_570d902a31bc3bf48b4c60a443b9f36ab021592bfb570e84b3b1d4f0b384258a,true,adjective,,total,总计,total,,,,,,,totalt,totale,totalere,totalest,den totaleste,,
wb_efcfb44f567430d8b598740d0b2da7646eeb65d5c6abcc95eec6c914565b1b20,true,adjective,duolingo,weird,奇怪的,rar,,,,,,,rart,rare,rarere,rarest,den rareste,,
wb_9bd6e13e1500df0c760595062b0451ebb6d9000ad6e20baf4ea56d1a18414133,true,adjective,,ethical,道德的,etisk,,,,,,,etiskt,etiske,etiskere,etiskest,den etiskeste,,
wb_113acaa7bf624674e9e1c56d3394f6f4d14c4daae36b44c81dd47afc373d28be,true,adjective,,national,国家的,nasjonal,,,,,,,nasjonalt,nasjonale,nasjonalere,nasjonalest,den nasjonaleste,,
wb_ffb777e89ac3de935ecca5333cacf6848a32941aaf040a8b664e2c048e138f57,true,adjective,,global,全球,global,,,,,,,globalt,globale,globalere,globalest,den globaleste,,
wb_bcc23a883d9bd1138aac8fa47966a40519e43edbdd259d02089b455e9764e5a8,true,adjective,,great,太棒了,flott,,,,,,,flott,flotte,flottere,flottest,den flotteste,,
wb_16e470cff0b6a9b8368a1aa269995b7c657943b8af62f8bab44877b85cd043c3,true,adjective,,absolutely,绝对,absolutt,,,,,,,absolutt,absolutte,absoluttere,absoluttest,den absolutteste,,
wb_1d3d71e4bd1e2ca809a2f5a494f65c7844fa2007fc9df2f090bfb744887df7b0,true,adjective,,impossible,不可能的,umulig,,,,,,,umuligt,umulige,umuligere,umuligest,den umuligeste,,
wb_b3c86bff7d89c89d73487128667dde32702754fdfa5805047e4e32a4a0eea0b8,true,adjective,,Nordic,北欧,nordisk,,,,,,,nordiskt,nordiske,nordiskere,nordiskest,den nordiskeste,,
wb_4f9c6c69729bc7cbd28d9c60668ce6f5fda922b246fa1cfea2a960bde00717c1,true,adjective,,surprise,惊喜,overraske,,,,,,,overraske,overraske,overraskere,overraskest,den overraskeste,,
wb_ec4128f41e13840b779585be8d0f4f25eb41337c09ed6aafe1eae410966d8447,true,adjective,,late,迟到了,sein,,,,,,,seint,seine,seinere,seinest,den seineste,,
wb_47290e6c9063ff29db9d45a921d539940ec0f01bab637ab0e2828038e2f77f08,true,adjective,,different,不同的,annerledes,,,,,,,annerledest,annerledese,annerledesere,annerledesest,den annerledeseste,,
wb_87a9b3c37b22fd6b33d4341066060f7fef2ca2dc187f864a156e0053367c0a6a,true,adjective,,popular,流行的,populær,,,,,,,populært,populære,populærere,populærest,den populæreste,,
wb_0f3225cc2a898176fd61f88fa464e7cfc55e904abab98a48a9ef149e7cad0032,true,adjective,,button,按钮,knapp,,,,,,,knappt,knappe,knappere,knappest,den knappeste,,
wb_f4b630c8b858835e9337cdfd6fa52a409a65197855670e11ba4fb371613521bf,true,adjective,,strict,严格,streng,,,,,,,strengt,strenge,strengere,strengest,den strengeste,,
wb_d95aca83b378c58aab78e91117ad191f142e548068dbd336752382a5afff0b73,true,adjective,,significantly,显着地,vesentlig,,,,,,,vesentligt,vesentlige,vesentligere,vesentligest,den vesentligeste,,
wb_022509dfbb2a4dcd649034b07c68b898ff92e5b92c82f569e4cf8f45e9925a3b,true,adjective,,normal,正常,normal,,,,,,,normalt,normale,normalere,normalest,den normaleste,,
wb_ed08fbc9628bbec51304596223b0d09bd54860ef2e4e95071966f37270acce6c,true,adjective,,religious,宗教的,religiøs,,,,,,,religiøst,religiøse,religiøsere,religiøsest,den religiøseste,,
wb_04b19b6b8439f71c82e694637bf19473f7408493f7538c4920c62826c4b70f34,true,adjective,,dependent,依赖的,avhengig,,,,,,,avhengigt,avhengige,avhengigere,avhengigest,den avhengigeste,,
wb_545bd4964eaf72ee1b5235a50e95d7a571f9fc7e6b93b6a640f04060fa6aa92d,true,adjective,,boring,无聊的,kjedelig,,,,,,,kjedeligt,kjedelige,kjedeligere,kjedeligest,den kjedeligeste,,
wb_de2f82eff06b99c5a4ce5382cd068b2e1d15627db56dd87b15c95a8808a7e43e,true,adjective,,exterior,外观,ytre,,,,,,,ytre,ytre,ytrere,ytrest,den ytreste,,
wb_315609d91424d5b1320e120a50b209ff36c9e401e9f87521e88bf3210c240ee0,true,adjective,,independently,独立地,selvstendig,,,,,,,selvstendigt,selvstendige,selvstendigere,selvstendigest,den selvstendigeste,,
wb_3a3253115cffbc104bf8302afb6b910788db20014d1b9ecdabc2085254741f1f,true,adjective,,fantastic,太棒了,fantastisk,,,,,,,fantastiskt,fantastiske,fantastiskere,fantastiskest,den fantastiskeste,,
wb_086cb1c7aa99bc718965e83a90645aa02330f5d7acafb1cc67e5c05e0b72e6aa,true,adjective,,loose,宽松的,løs,,,,,,,løst,løse,løsere,løsest,den løseste,,
wb_a9ef1d3ca93a974221fa9e05adb3bf74bbdf9e4524c5602d5e444bcca6642994,true,adjective,,correspond to,对应于,tilsvare,,,,,,,tilsvare,tilsvare,tilsvarere,tilsvarest,den tilsvareste,,
wb_55dca8474b51fc3021dc9bf74027e3683230b28f2fd7ba070a3294e30a9d0321,true,adjective,,crazy,疯狂的,gal,,,,,,,galt,gale,galere,galest,den galeste,,
wb_537f821a6a56106c9617253800a603d51267c38c9cb716e694a2657ff78d8504,true,adjective,,of course,当然,selvfølgelig,,,,,,,selvfølgeligt,selvfølgelige,selvfølgeligere,selvfølgeligest,den selvfølgeligeste,,
wb_332f208a8c488323c79a09392f58b01b018f490570b2165f5982fd2853eeefdc,true,adjective,,western,西方的,vestlig,,,,,,,vestligt,vestlige,vestligere,vestligest,den vestligeste,,
wb_a041a20acc3a0ca03d6379ea3e7070e459ce1e9da8db3e8c44edc9069f24ade6,true,adjective,,independently,独立地,uavhengig,,,,,,,uavhengigt,uavhengige,uavhengigere,uavhengigest,den uavhengigeste,,
wb_f870bb5c3befc953c238a83ec65e3279aee43754d27bd32061233b9083d86a4f,true,adjective,,upper,上层,øvre,,,,,,,øvre,øvre,øvrere,øvrest,den øvreste,,
wb_1ff39fa439ea78d2e19fd3551b45b9a1c33fda72c641c41cc5893255ca8960c2,true,adjective,,specifically,具体来说,konkret,,,,,,,konkret,konkrete,konkretere,konkretest,den konkreteste,,
wb_e42f8455c4a23994d0f21c395c9dac9d58d7cd4a9b23976214464c30d5669c04,true,adjective,,suddenly,突然,plutselig,,,,,,,plutseligt,plutselige,plutseligere,plutseligest,den plutseligeste,,
wb_1299d99dc243c030af3251f90f05cb4fb658d5d82703353a1346472f8bdc5884,true,adjective,,the following,以下,følgende,,,,,,,følgende,følgende,følgendere,følgendest,den følgendeste,,
wb_43d912eccfa397a2da13bcbc70f8fd07ae7d9c39b6a93c124629577c69755e59,true,adjective,,German,德语,tysk,,,,,,,tyskt,tyske,tyskere,tyskest,den tyskeste,,
wb_4f526af22fb119d8192aad6aa9bc80fe2b8cc896748f0fe4eeb1fb83f9ed6ea7,true,adjective,,physically,身体上的,fysisk,,,,,,,fysiskt,fysiske,fysiskere,fysiskest,den fysiskeste,,
wb_cf6aa3a544c9c3b6c862c8a18cb564553aaeac8b20f86e74df61b71c0d676994,true,adjective,,daily,每日,daglig,,,,,,,dagligt,daglige,dagligere,dagligest,den dagligeste,,
wb_2918904a21f2a21a2e34d79662114709c962b37735757471ad1badc893227644,true,adjective,,sad,悲伤,trist,,,,,,,trist,triste,tristere,tristest,den tristeste,,
wb_148989543930567baf452d147e762c66fc7fa4516a2a2749ea867968c441db0c,true,adjective,,psychologically,心理上,psykisk,,,,,,,psykiskt,psykiske,psykiskere,psykiskest,den psykiskeste,,
wb_fe524e3c42df61edce5e7b48cf83cd8bbeca3dcdfb979ee722851cae4a5e4e0d,true,adjective,,French,法语,fransk,,,,,,,franskt,franske,franskere,franskest,den franskeste,,
wb_b8d7f637c9bde83cebedc8e025dce4074d461b9b2c8305cc91cd2d10cbaa7462,true,adjective,,weak,弱,svak,,,,,,,svakt,svake,svakere,svakest,den svakeste,,
